id	tipo	pt	yrl	flags
art201.par16	paragrafo	Os empregados dos consórcios públicos, das empresas públicas, das sociedades de economia mista e das suas subsidiárias serão aposentados compulsoriamente, observado o cumprimento do tempo mínimo de contribuição, ao atingir a idade máxima de que trata o inciso II do § 1º do art. 40, na forma estabelecida em lei.	Upuraki waitá consursiu upé, empresa pública upé, ekunumia mista upé, ta su ta yuapusentari, mairamé ta akayu usika mayêté ũbeu waá inciso II do § 1º do umũdú saára 40 upé.	
art202.caput	caput	O regime de previdência privada, de caráter complementar e organizado de forma autônoma em relação ao regime geral de previdência social, será facultativo, baseado na constituição de reservas que garantam o benefício contratado, e regulado por lei complementar.	Yãempresa de guvernu yaára, upuderi umuyã aãmurupíté previdência social sui, mayêté uputari sá, upuderi aárama upagari awáitá upuraki ixupé.	
art202.par1	paragrafo	A lei complementar de que trata este artigo assegurará ao participante de planos de benefícios de entidades de previdência privada o pleno acesso às informações relativas à gestão de seus respectivos planos.	Umũdú sá ( ley) maã ũbeu waá 202 upé, te ke umuyukuáwá yãmíra supé, mayêta uikú yãplanu.	razao_comprimento_atipica
art202.par2	paragrafo	As contribuições do empregador, os benefícios e as condições contratuais previstas nos estatutos, regulamentos e planos de benefícios das entidades de previdência privada não integram o contrato de trabalho dos participantes, assim como, à exceção dos benefícios concedidos, não integram a remuneração dos participantes, nos termos da lei.	Yãmaã upuriká sa umeẽ u umuyui rama empresa supé, ti aikué ikuntratu upé, yaété yuíri maã upuderi waá ureséberi xinga.	razao_comprimento_atipica
art202.par3	paragrafo	É vedado o aporte de recursos a entidade de previdência privada pela União, Estados, Distrito Federal e Municípios, suas autarquias, fundações, empresas públicas, sociedades de economia mista e outras entidades públicas, salvo na qualidade de patrocinador, situação na qual, em hipótese alguma, sua contribuição normal poderá exceder a do segurado.	Kuá União, Istadu ta, Distritu Federau, Municipio ta, fundações, empresas públicas, sociedades de economia mista e outras ẽtidadis públicas ta, ti ta puderi ta musasá u ta meẽ dinheru nhã previdencia supé. Upéderi mayé patrocinador yawé.	
art202.par4	paragrafo	Lei complementar disciplinará a relação entre a União, Estados, Distrito Federal ou Municípios, inclusive suas autarquias, fundações, sociedades de economia mista e empresas controladas direta ou indiretamente, enquanto patrocinadores de planos de benefícios previdenciários, e as entidades de previdência complementar.	Umũdú sá usú ũbeu maĩta ta yurikúárama purãga kuá-itá: União, Istadu tá, Distritu Federau asuí Município tá, autarquia tá, fundação tá, sociedades de economia mista, mairamé aĩtá meẽ ramé dinheru ta supé.	
art202.par5	paragrafo	A lei complementar de que trata o § 4º aplicar-se-á, no que couber, às empresas privadas permissionárias ou concessionárias de prestação de serviços públicos, quando patrocinadoras de planos de benefícios em entidades de previdência complementar.	Umũdú sá maã ũbeu wá iké § 4º mairamé ta meẽ maã ta ajudari aárama yãmaã ti governu yaára tá.	razao_comprimento_atipica
art202.par6	paragrafo	Lei complementar estabelecerá os requisitos para a designação dos membros das diretorias das entidades fechadas de previdência complementar instituídas pelos patrocinadores de que trata o § 4º e disciplinará a inserção dos participantes nos colegiados e instâncias de decisão em que seus interesses sejam objeto de discussão e deliberação.	Umũdú sá yuíiri usú ũbeu awáitá ta puderi ta wiki diretoria upé, maã ũbeu waá § 4º upé.	razao_comprimento_atipica
art203.caput	caput	A assistência social será prestada a quem dela necessitar, independentemente de contribuição à seguridade social, e tem por objetivos:	Kuá umasaára míra ta resé, usú umuyakũta awáitá resé upresisari ta resé, tis a yãawitá nhuma umuyuíri nhã dinheru governu supé, aé usú umuyã kuáyé.	
art203.caput.inc1	inciso	a proteção à família, à maternidade, à infância, à adolescência e à velhice;	umukaáturu aárama famiua resé, awáitá ipuruã waitá resé, kurumim, asui kuyãnitãi mirí ta resé, kurimisawáu asui kunhã muku ta resé, asui tuyu i waimi ta resé.	razao_comprimento_atipica
art203.caput.inc2	inciso	o amparo às crianças e adolescentes carentes;	umuyakũta taina miri ta resé asui, kuri wasú, kunhã muku ti waitá urikú ne maã nungaára.	razao_comprimento_atipica
art203.caput.inc3	inciso	a promoção da integração ao mercado de trabalho;	usikari aárama ũburi aĩtá mamé ta puraki aárama purãga.	
art203.caput.inc4	inciso	a habilitação e reabilitação das pessoas portadoras de deficiência e a promoção de sua integração à vida comunitária;	umuyakũta, asui umaã rama nhã míra ta resé urikú waitá manungaára ta masisawá, umuyã rama taikú yepéwasú míra purãga ta irũu.	
art203.caput.inc5	inciso	a garantia de um salário mínimo de benefício mensal à pessoa portadora de deficiência e ao idoso que comprovem não possuir meios de prover à própria manutenção ou de tê-la provida por sua família, conforme dispuser a lei;	míra urikú waitá manungaára ta masisawá, asuí tuyu ta, waimí ta, aĩtá tẽ ki guvernu umuyakũta ta resé, upagari yepé dinheru miri ta supé, waupé aárama ta puderi da viveri.	
art203.caput.inc6	inciso	a redução da vulnerabilidade socioeconômica de famílias em situação de pobreza ou de extrema pobreza.	tẽ ki ta siká mukuáíri ti aárama míra ta sasá yumasi.	razao_comprimento_atipica
art204.caput	caput	As ações governamentais na área da assistência social serão realizadas com recursos do orçamento da seguridade social, previstos no art. 195, além de outras fontes, e organizadas com base nas seguintes diretrizes:	Governu usú umuyã muraákí, mamé umuyakũta aárama míra ta resé, yãdinheru úri seguridade social suí, mayé té ũbeu waá umũdú sá 195 upé, asui dinheru úri aãmu ta sui yuíri, ma umuyã kuri kuáyé:	
art204.caput.inc1	inciso	descentralização político-administrativa, cabendo a coordenação e as normas gerais à esfera federal e a coordenação e a execução dos respectivos programas às esferas estadual e municipal, bem como a entidades beneficentes e de assistência social;	Awá umũdú yãmuraákí resé yãisfera federau, awá usú umuyã yãmuraákí tá yãgovernu istadual, asui municipal, asui awáitá ta puraki nahanheẽ waá ta rupí.	
art204.caput.inc2	inciso	participação da população, por meio de organizações representativas, na formulação das políticas e no controle das ações em todos os níveis.	kuá muraákí tẽ ki míra tá, ta organização tá, ta su minhã asui ta su ta puraki yepéwasú, usẽmu aárama purãga.	
art204.pu	paragrafo	É facultado aos Estados e ao Distrito Federal vincular a programa de apoio à inclusão e promoção social até cinco décimos por cento de sua receita tributária líquida, vedada a aplicação desses recursos no pagamento de:	Istadu tá, distritu federau ta puderi ta ũburi dinheru té cinco décimo, yãmuraákí rutpiaára, mamé ta minhã rama waá purãga míra ta ikuárama, yãdinheru irũu ti ta puderi ta minhã:	
art204.pu.inc1	inciso	despesas com pessoal e encargos sociais;	pagai míra supé maã urikúárama, asui ti ta puderi yuíri ta pagai yãusúaárama waá iyapusentaduria kití.	razao_comprimento_atipica
art204.pu.inc2	inciso	serviço da dívida;	maã míra udeveri waá.	
art204.pu.inc3	inciso	qualquer outra despesa corrente não vinculada diretamente aos investimentos ou ações apoiados.	mayé kunta tá ti waá uikú nahaã kuraki upé.	razao_comprimento_atipica
art205.caput	caput	A educação, direito de todos e dever do Estado e da família, será promovida e incentivada com a colaboração da sociedade, visando ao pleno desenvolvimento da pessoa, seu preparo para o exercício da cidadania e sua qualificação para o trabalho.	Yãyakuá sá yãyané yaára, awá upuderi umuyakũta, umuyã kuraki yãnhe waá resé waára, yãistadu, asui famiua itá yuíri.	razao_comprimento_atipica
art206.caput	caput	O ensino será ministrado com base nos seguintes princípios:	Maã tasú waá tãbeu, tẽ ki ta minhã kuáyé:	
art206.caput.inc1	inciso	igualdade de condições para o acesso e permanência na escola;	uyũbeu saára tá tem ki ta wiké yepéwasú asui ta pitá purãga yãúka ũbeu saára upé;	
art206.caput.inc2	inciso	liberdade de aprender, ensinar, pesquisar e divulgar o pensamento, a arte e o saber;	repuderi reyũbeu, rembué, resika rekuá píri, rembeu maã remãduai sá waá, maã rekuá waá;	
art206.caput.inc3	inciso	pluralismo de ideias e de concepções pedagógicas, e coexistência de instituições públicas e privadas de ensino;	mãduai sa tá ũbeusaára resé waára tẽ ki ta putari;	razao_comprimento_atipica
art206.caput.inc4	inciso	gratuidade do ensino público em estabelecimentos oficiais;	úka ũbeu saára tá, guvernu yaára ta, ti ta puderi ta kubrai ta ũbeu aárama.	
art206.caput.inc5	inciso	valorização dos profissionais da educação escolar, garantidos, na forma da lei, planos de carreira, com ingresso exclusivamente por concurso público de provas e títulos, aos das redes públicas;	governu tẽ ki umaã, u umuyakũta purãga ũbeu saára ta resé, ta muraákí ta resé, umuyã kuri ta wikié concurso rupí ta puraki aárama ũbeu saára ta ruka ta upé.	
art206.caput.inc6	inciso	gestão democrática do ensino público, na forma da lei;	governu upuraki yepéwasú, usẽdú aárama umubeusaára tá, yumubeusaára, mayê ta upuderi upuraki purãga payẽẽ ta irũu;	razao_comprimento_atipica
art206.caput.inc7	inciso	garantia de padrão de qualidade;	Maã ta su waá tambue yãmaã ta purãga waá, aé rete waá, supí waá.	razao_comprimento_atipica
art206.caput.inc8	inciso	piso salarial profissional nacional para os profissionais da educação escolar pública, nos termos de lei federal;	umbue saára tá tẽ ki ta gayãri purãga yãta muraákí resé waára.;	
art206.caput.inc9	inciso	garantia do direito à educação e à aprendizagem ao longo da vida.	Tẽ ki umeẽ, asuí tambue waára míra.	
art206.pu	paragrafo	A lei disporá sobre as categorias de trabalhadores considerados profissionais da educação básica e sobre a fixação de prazo para a elaboração ou adequação de seus planos de carreira, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios.	Umbue saára tá yãyepé míra tá ukuá waitá upuraki, ũbeu maã nungaára resé, ywewa rupí União, istadu tá, asuí Distritu Federau, Municípiu tá, te ki murakuru, muyakũta purãga ta resé, asui ta muraákí resé waára yuíri.	
art207.caput	caput	As universidades gozam de autonomia didático-científica, administrativa e de gestão financeira e patrimonial, e obedecerão ao princípio de indissociabilidade entre ensino, pesquisa e extensão.	Universidade ta, ta puderi ta sikari taminhã, ta ũbeu rama purãga, asui yawété ta sikari aárama dinheru maupé ta puraki aárama ũbeu saára rupí, usika sa ukuáwá sa rupiáára, yawété muraákí ta minhã rama waitá comunidade ta irũu.	
art207.par1	paragrafo	É facultado às universidades admitir professores, técnicos e cientistas estrangeiros, na forma da lei.	Universidade ta ti ta puderi ta ruri ũbeu sawá tá, aãmu suiwaára tá, sã ti ramé taminhã mayé umudu saára ũbeu waá.	
art207.par2	paragrafo	O disposto neste artigo aplica-se às instituições de pesquisa científica e tecnológica.	Kuá ũbeu waá iké § 1º yãuvaleri ũbeu saára ta supé upuraki waitá mamé ta sika ta ukuá maã resé waára.	
art208.caput	caput	O dever do Estado com a educação será efetivado mediante a garantia de:	Istadu urikúté kuri umuyã kuáyé ũbeu sawá irũu:	
art208.caput.inc1	inciso	educação básica obrigatória e gratuita dos 4 (quatro) aos 17 (dezessete) anos de idade, assegurada inclusive sua oferta gratuita para todos os que a ela não tiveram acesso na idade própria;	umbue sawá uyupiru kuri 4 akayu irũu usú té 17 akayu upé, asui yuíri te istadu umeẽ yuíri kuri umbue sawá awáitá supé yuiri usasá waã ta akayu, ti kuri istadu upuderi ukubrai yãumbue sawá.	
art208.caput.inc2	inciso	progressiva universalização do ensino médio gratuito;	ensino médiu tẽ uyupirari uikú payẽẽ ta supé.	
art208.caput.inc3	inciso	atendimento educacional especializado aos portadores de deficiência, preferencialmente na rede regular de ensino;	ũbeusaára ruka ta, tẽ ki t a umeẽ ũbeu sawá aãmurupíté yãmíra ta supé ti waitá purãga ta sẽdú, ta maã, ta kuntari.	
art208.caput.inc4	inciso	educação infantil, em creche e pré-escola, às crianças até 5 (cinco) anos de idade;	ũbeusaára ruka ta, tẽ ki ta umeẽ ũbeu sawá taína miri ta supé té 5 urikú waitá 5 akayu.	
art208.caput.inc5	inciso	acesso aos níveis mais elevados do ensino, da pesquisa e da criação artística, segundo a capacidade de cada um;	ũbeusaára ruka ta, tẽ ki ta umeẽ ũbeu sawá yãtipi xinga waá, mamé ta sikari ukuá píri maã resé waára, mayé aé ukuá sá.	
art208.caput.inc6	inciso	oferta de ensino noturno regular, adequado às condições do educando;	ũbeusaára ruka ta, tẽ ki ta umeẽ ũbeu sawá, pituna ramé, awáitá supé ti waitá upuderi uyũbué kuema té, u karuka ramé.	
art208.caput.inc7	inciso	atendimento ao educando, em todas as etapas da educação básica, por meio de programas suplementares de material didático-escolar, transporte, alimentação e assistência à saúde.	governu tẽ ki ta umeẽ ũbeu sawá payẽẽ tempu míra ta supé, te ki umeẽ yuíri maupé ta suaárama umubeusaára ruka kití, taũbáu aárama yuíri, papéra tá maupé ta yũbeu rama waá, asui umaã yané ta resé ti aárama da masi.	
art208.par1	paragrafo	O acesso ao ensino obrigatório e gratuito é direito público subjetivo.	Ũbeu sawá yãti governu upuderi ukubrai míra ta suí.	
art208.par2	paragrafo	O não oferecimento do ensino obrigatório pelo Poder Público, ou sua oferta irregular, importa responsabilidade da autoridade competente.	Governu ti upueri uxari umeẽ yãũbeu sawá míra supé.	razao_comprimento_atipica
art208.par3	paragrafo	Compete ao Poder Público recensear os educandos no ensino fundamental, fazer-lhes a chamada e zelar, junto aos pais ou responsáveis, pela frequência à escola.	Governu tẽ ki usiká umaã yãũbeu saára ta resé, yepé wasú taína ta paya ta irũu, ta su aárama ũbeu sawá ruka kití.	
art209.caput	caput	O ensino é livre à iniciativa privada, atendidas as seguintes condições:	Ũbeu sawá ruka ta ti governu yaára, mamé míra ta pagari waá ta yũbeu rama, ta puderi ta umbué, má ta minhã ramẽẽ kuáyé:	
art209.caput.inc1	inciso	cumprimento das normas gerais da educação nacional;	tẽ ki minhã mayé umudu saára upé, governu upé, umbue sawá resé waára;	
art209.caput.inc2	inciso	autorização e avaliação de qualidade pelo Poder Público.	Governu tẽ ki uxari asui, usú umaã sã purãga té yãũbeu sawá.	
art210.caput	caput	Serão fixados conteúdos mínimos para o ensino fundamental, de maneira a assegurar formação básica comum e respeito aos valores culturais e artísticos, nacionais e regionais.	Uyupirũga sawá upé ũbeu, ta yupirú kurí tambué míra tá resé waára ta resé, asui amú ta kuásá resé waára, asui kuásá resé marupí yaiku waá.	
art210.par1	paragrafo	O ensino religioso, de matrícula facultativa, constituirá disciplina dos horários normais das escolas públicas de ensino fundamental.	Umbué sawá tupana resé waára, yãuka ũbeusaára ta rupí ta puderi tambué u ti tambué.	
art210.par2	paragrafo	O ensino fundamental regular será ministrado em língua portuguesa, assegurada às comunidades indígenas também a utilização de suas línguas maternas e processos próprios de aprendizagem.	Ũbeu sawá fundamental upé, tambue kariwa ta nheengatu, ma indigena ta puderi ta umbué yuíri ta nheenga ta rupí, asui tá puderi yuíri tambué maã ta kuá sá ta.	
art211.caput	caput	A União, os Estados, o Distrito Federal e os Municípios organizarão em regime de colaboração seus sistemas de ensino.	União, istadu tá, Distritu Federau asui, asui Município ta, ta minhã kuri yepéwasú yãũbeu sawá.	
art211.par1	paragrafo	A União organizará o sistema federal de ensino e o dos Territórios, financiará as instituições de ensino públicas federais e exercerá, em matéria educacional, função redistributiva e supletiva, de forma a garantir equalização de oportunidades educacionais e padrão mínimo de qualidade do ensino mediante assistência técnica e financeira aos Estados, ao Distrito Federal e aos Municípios.	Uniãuusú umuatiri yãũbeu sawá resé waára, payẽẽ iké iwí upé, asuí usú umeẽ dinheiru ũbeusaára ruka ta supé yepé wasú, taminhã aárama yãũbeu sáwa, yãistadu ta upé, distritu upé asui municipio da upé.	razao_comprimento_atipica
art211.par2	paragrafo	Os Municípios atuarão prioritariamente no ensino fundamental e na educação infantil.	Municipio ta, tasú ta puraki ensino fundamental iruku asui yuíri taína miri ta irũu.	
art211.par3	paragrafo	Os Estados e o Distrito Federal atuarão prioritariamente no ensino fundamental e médio.	Istadu ta, asui Distritu Federau ta su tapuraki enino fundamental irũu, asuí ensino medio ta irũu.	
art211.par4	paragrafo	Na organização de seus sistemas de ensino, a União, os Estados, o Distrito Federal e os Municípios definirão formas de colaboração, de forma a assegurar a universalização, a qualidade e a equidade do ensino obrigatório.	Uniãuta, Istadu tá, Distritu Federau, asuí Município tá, ta su tayumuatiri umerama, asui taminhã rama yãmuraákí purãga.	
art211.par5	paragrafo	A educação básica pública atenderá prioritariamente ao ensino regular.	Yãũbeu sawá governu yaára usú umuyakũta ũbeu sawá resé waára iyaára waá.	
art211.par6	paragrafo	A União, os Estados, o Distrito Federal e os Municípios exercerão ação redistributiva em relação a suas escolas.	União, Istado tá, Distritu Federau asui Município tá, te ta minhã ũbeusaára ruka tá yepéwasú payẽẽ ta supé.	
art211.par7	paragrafo	O padrão mínimo de qualidade de que trata o § 1º deste artigo considerará as condições adequadas de oferta e terá como referência o Custo Aluno Qualidade (CAQ), pactuados em regime de colaboração na forma disposta em lei complementar, conforme o parágrafo único do art. 23 desta Constituição.	ũbeu sáwa purãga waá ũbeu waá § 1º ũbeu sawá upé, tẽ ki umaã muíri rupí yãuyũbué saára uvaleri, mayêté ũbeu wayé umũdú sá upé 23 kuá Constituição upé.	razao_comprimento_atipica
art212.caput	caput	A União aplicará, anualmente, nunca menos de dezoito, e os Estados, o Distrito Federal e os Municípios vinte e cinco por cento, no mínimo, da receita resultante de impostos, compreendida a proveniente de transferências, na manutenção e desenvolvimento do ensino.	Uniãuusú upuraki 18 por cento dinheru yãũbeu sawá supé. Aiwã yãIstadu tá, Distritu Federau asuí Município tá vinte e cinco por cento, yãũbeu sáwa supé aárama.	
art212.par1	paragrafo	A parcela da arrecadação de impostos transferida pela União aos Estados, ao Distrito Federal e aos Municípios, ou pelos Estados aos respectivos Municípios, não é considerada, para efeito do cálculo previsto neste artigo, receita do governo que a transferir.	Maã dinheru Uniãuumusá waá istadu ta supé, Distritu Federau, asui Município ta supé, ou istadu tá Município tá, ti uvaleri maã ũbeu kuá mũdusá 212 upé.	
art212.par2	paragrafo	Para efeito do cumprimento do disposto no caput deste artigo, serão considerados os sistemas de ensino federal, estadual e municipal e os recursos aplicados na forma do art. 213.	Maã uvaleri kuá mũdusá upé, yãũbeu waá ũbeu sawá federau, istadual asui municipal upé, dinheru maã ũbeu waá umunudu sá 213 upé.	
art212.par3	paragrafo	A distribuição dos recursos públicos assegurará prioridade ao atendimento das necessidades do ensino obrigatório, no que se refere a universalização, garantia de padrão de qualidade e equidade, nos termos do plano nacional de educação.	Yãdinheru tá, tẽ ki ta musasá ũbeu sáwa rupíá supé, payẽẽ ta supé, purãga aárama asui yepéwasú aárama ta minhã yãũbeu sáwa mayêté ũbeu waá planu upé.	
art212.par4	paragrafo	Os programas suplementares de alimentação e assistência à saúde previstos no art. 208, VII, serão financiados com recursos provenientes de contribuições sociais e outros recursos orçamentários.	Yãtambuwa rupiáára, ta saúde rupiáára, ũbeu waá umndu sá 208, upé VII, yãdinheru yãnheẽ rupiáára úri kurí masui míra tá meẽ mairamé da pagari impustu.	
art212.par5	paragrafo	A educação básica pública terá como fonte adicional de financiamento a contribuição social do salário-educação, recolhida pelas empresas na forma da lei.	Dinheru ũbeu sáwa rupiáára úri kurí ũbeu saára ta salario sui, governu umuatiri ta suí mayêté um ũbeu yãumũdú sá.	
art212.par6	paragrafo	As cotas estaduais e municipais da arrecadação da contribuição social do salário-educação serão distribuídas proporcionalmente ao número de alunos matriculados na educação básica nas respectivas redes públicas de ensino.	Yãdinheru úri waá istadu ta sui, município ta sui, ũbeu saára ta salário da suí, tẽ ki kurí ta meẽ mayêté da siía sa ta rirú yãuyũbeu saára tá.	
art212.par7	paragrafo	É vedado o uso dos recursos referidos no caput e nos §§ 5º e 6º deste artigo para pagamento de aposentadorias e de pensões.	Ti ta puderi ta pisi piska yãdinheru maã ũbeu waá kuá-itáupé §§ 5º e 6º ta pagari aárama apusentaduria asui pensão tá.	
art212.par8	paragrafo	Na hipótese de extinção ou de substituição de impostos, serão redefinidos os percentuais referidos no caput deste artigo e no inciso II do caput do art. 212-A, de modo que resultem recursos vinculados à manutenção e ao desenvolvimento do ensino, bem como os recursos subvinculados aos fundos de que trata o art. 212-A desta Constituição, em aplicações equivalentes às anteriormente praticadas.	Upá ramé yãdinheru ta muyuíri governo supé, u mutirika ramé aé, aĩtá ta sú tãbeu muíri rupí, mayêté ũbeu waá kuá mundus á upé, inciso II upé, umũdú sa 212 –A, upé, ma tẽ ki aikué yãdinheru ta muyakũta aáram asui ta mi hã aárama yãũbeu sawá.	
art212.par9	paragrafo	A lei disporá sobre normas de fiscalização, de avaliação e de controle das despesas com educação nas esferas estadual, distrital e municipal.	Umũdú sá usú umuyakũta, usú usiká umaã, mamé asui mayé yãistadu ta, distritu asui municipio tá, ta puraki uikú ũbeu sawá dinheru upé.	
art212-A.caput	caput	Os Estados, o Distrito Federal e os Municípios destinarão parte dos recursos a que se refere o caput do art. 212 desta Constituição à manutenção e ao desenvolvimento do ensino na educação básica e à remuneração condigna de seus profissionais, respeitadas as seguintes disposições:	Istadu tá, Distritu Federau asui Município tá ta usú ta mukaáturu yepé parti dinheru mayêtê ũbeu kuá umudu sá upé 212, ta muyakũta aárama, asui ta minhã aárama ũbeu sáwa purãga, asui yuíri ta pagari aárama purãga ũbeu saára tá.	
art212-A.caput.inc1	inciso	a distribuição dos recursos e de responsabilidades entre o Distrito Federal, os Estados e seus Municípios é assegurada mediante a instituição, no âmbito de cada Estado e do Distrito Federal, de um Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb), de natureza contábil;	Distritu Federau, istadu tá asuí Município tá tẽ ki ta pitasúka yãdinheru ta puderi aárama ta minhã yãmuraákí, asui ta valurizari aárama payẽẽ awáitá ta upuraki waitá ũbeu sáwa rupí.	
art212-A.caput.inc2	inciso	os fundos referidos no inciso I do caput deste artigo serão constituídos por 20% (vinte por cento) dos recursos a que se referem os incisos I, II e III do caput do art. 155, o inciso II do caput do art. 157, os incisos II, III e IV do caput do art. 158 e as alíneas “a” e “b” do inciso I e o inciso II do caput do art. 159 desta Constituição;	Yãdinheru maã ũbeu waá inciso I upé, aé upitá 20% maã ũbeu waá kuá pedasu ta upé I, II, III, maã ũbeu waá uyupirũgasá umũdú sá 155 upé, yawé te yuíri kuá pedasu ta upé II umũdú sá 157 upé, yaé te yuíri ku pedasu ta upé II, III e IV uyupirũgasá umũdú sá 158 upé, iké yuíri pedasu kuáiri piri waá “a” e “b”, pedasu I, II ta upé uyupirũgasá umũdú sá 159 upé Consituição upé.	
art212-A.caput.inc3	inciso	os recursos referidos no inciso II do caput deste artigo serão distribuídos entre cada Estado e seus Municípios, proporcionalmente ao número de alunos das diversas etapas e modalidades da educação básica presencial matriculados nas respectivas redes, nos âmbitos de atuação prioritária, conforme estabelecido nos §§ 2º e 3º do art. 211 desta Constituição, observadas as ponderações referidas na alínea “a” do inciso X do caput e no § 2º deste artigo;	dinheru tá ũbeu kuá pedasu ta upé II sá, uyupirũgasá umũdú sá upé, tá su ta meẽ istadu t supé asui municipio ta supé, mayêté ta rikusá sisa sá uyũbué saára tá, yãumbue sáwa ta rupí mayêté ũbeu § 2º e § 3º umũdú sá 211 upé, kuá Constituição upé, umuyakũta yuíri umaã maã ũbeu waá, pedasu kuáiri piri waá “a” pedasu ta upé X uyupirũgasá umũdú sá, asui § 2º umũdú sá upé.	
art212-A.caput.inc4	inciso	a União complementará os recursos dos fundos a que se refere o inciso II do caput deste artigo;	Uniãuusú umeẽ yuíri yãdinheru mayêté ũbeu waá pedasu kuáiri piri II upé, yawé ũbeu ũbeu uyupirũgasá umũdú sá upé.	
art212-A.caput.inc5	inciso	a complementação da União será equivalente a, no mínimo, 23% (vinte e três por cento) do total de recursos a que se refere o inciso II do caput deste artigo, distribuída da seguinte forma:	Uniãuusú umeẽ 23% maã ũbeu waá kuá II sá pedasu upé, maã kuáyé kuri:	razao_comprimento_atipica
art212-A.caput.inc5.a	alinea	10 (dez) pontos percentuais no âmbito de cada Estado e do Distrito Federal, sempre que o valor anual por aluno (VAAF), nos termos do inciso III do caput deste artigo, não alcançar o mínimo definido nacionalmente;	10 pontos percentuais, yãistadu ta supé asui Distritu federau supé, yãvalor akayu rupí uyũbeu saára ta supé, ti ramé riku yãdinheru, mayé ũbeu waá III sá pedasu miri upé.	
art212-A.caput.inc5.b	alinea	no mínimo, 10,5 (dez inteiros e cinco décimos) pontos percentuais em cada rede pública de ensino municipal, estadual ou distrital, sempre que o valor anual total por aluno (VAAT), referido no inciso VI do caput deste artigo, não alcançar o mínimo definido nacionalmente;	10,5 interu e cinco decimo, yãuka ũbeu saára ta supé municipio ta upé, istado da upé, asui distritu upé yãvalor akayu rupí uyũbeu saára ta supé, ti ramé ta riku yãdinheru, mayê umbu waá IV pedasu miri upé.	
art212-A.caput.inc5.c	alinea	2,5 (dois inteiros e cinco décimos) pontos percentuais nas redes públicas que, cumpridas condicionalidades de melhoria de gestão previstas em lei, alcançarem evolução de indicadores a serem definidos, de atendimento e melhoria da aprendizagem com redução das desigualdades, nos termos do sistema nacional de avaliação da educação básica;	2,5 (dois inteiros e cinco décimos) úka umbue saára ta supé, mairamé ta minhã ũbeu sawá purãga yãũbeusaára ta supé.	razao_comprimento_atipica
art212-A.caput.inc6	inciso	o VAAT será calculado, na forma da lei de que trata o inciso X do caput deste artigo, com base nos recursos a que se refere o inciso II do caput deste artigo, acrescidos de outras receitas e de transferências vinculadas à educação, observado o disposto no § 1º e consideradas as matrículas nos termos do inciso III do caput deste artigo;	ta minhã mayêté ũbeu waá X pedasu miri upé, kuá uyupirũga sa upé, mayêté ũbeu yuíri kuá II pedasu miri upé kuá uyupirũga sá upé, úri wa yuíri dinheru aãmu ta sui yãumbue sawá supé, umuyakũta yuíiri umaã iké § 1º upé, muíri uyũbué saára ta siia sá, mayé ũbeu III sá pedasu miri upé, uyupirũga sá upé.	
art212-A.caput.inc7	inciso	os recursos de que tratam os incisos II e IV do caput deste artigo serão aplicados pelos Estados e pelos Municípios exclusivamente nos respectivos âmbitos de atuação prioritária, conforme estabelecido nos §§ 2º e 3º do art. 211 desta Constituição;	Kuá dinheru ũbeu II asui III pedasu miri upé kuá uyupirũgá upé, isttadu ta, asui muncipio ta, ta sú ta puraki irũu mayêté ũbeu waá kuá-itá upé § 2º e § 3º umũdú sá 211 Constituição upé.	
art212-A.caput.inc8	inciso	a vinculação de recursos à manutenção e ao desenvolvimento do ensino estabelecida no art. 212 desta Constituição suportará, no máximo, 30% (trinta por cento) da complementação da União, considerados para os fins deste inciso os valores previstos no inciso V do caput deste artigo;	yãdinheru ũbeu sawá rupiáára ũbeu waá umudu sa 212 upé upuderi usika te 30% (trinta por cento) Uniãuupuderi uajudari, mayêtê ũbeu waá kuá V pedaasu mirí upé, iké uyupirũgá sá upé.	
art212-A.caput.inc9	inciso	o disposto no caput do art. 160 desta Constituição aplica-se aos recursos referidos nos incisos II e IV do caput deste artigo, e seu descumprimento pela autoridade competente importará em crime de responsabilidade;	maã ũbeu waá uyupirũgawá, umũdú sá 160 upé kuá Constituição upé, mayé ũbeu waá pedasu miri II, IV upé, ti ramé ta minhã yãmuraákí, ápe ta puderi ta presu.	
art212-A.caput.inc10	inciso	a lei disporá, observadas as garantias estabelecidas nos incisos I, II, III e IV do caput e no § 1º do art. 208 e as metas pertinentes do plano nacional de educação, nos termos previstos no art. 214 desta Constituição, sobre:	tẽ ki taminhã maã ũbeu waá kuá pedasu miri taupé I, II, III, asui IV yawé yuíri ta umã kuá § 1º umũdú sá 208 upé, maã ũbeu waa umbue sawá resé waára, mayêté umũdú waa 214 kuáyé:	
